,cls,codec,codec_path,is_raw,source,source_len,source_affix,source_entropy,input_len,input_entropy,bps,size,K,O,S,symbol_p_threshold,original_source
MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy2.8717949_source-Source_2symbols_entropy0.2894416_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy2.8717949,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy2.8717949_source-Source_2symbols_entropy0.2894416_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy2.8717949_source-Source_2symbols_entropy0.2894416_symbol_p_threshold-0.zip,False,Source_2symbols_entropy0.2894416,16,Laplacian,2.8717948718106143,131072,2.872022488466823,3.32794189453125,,8.0,2.0,3.0,0.0,Source_16symbols_entropy2.8717949
MarlinForestMarkov_K-8_O-2_S-3_is_raw-True_original_source-Source_16symbols_entropy0.0105299_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.0105299,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-True_original_source-Source_16symbols_entropy0.0105299_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-3_is_raw-True_original_source-Source_16symbols_entropy0.0105299_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06.zip,True,Source_1symbols_entropy0.0000000,16,Laplacian,0.010529894663657242,131072,0.0108421324525162,2.0,,8.0,2.0,3.0,1e-06,Source_16symbols_entropy0.0105299
MarlinForestMarkov_K-8_O-2_S-3_is_raw-True_original_source-Source_16symbols_entropy0.8205128_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.8205128,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-True_original_source-Source_16symbols_entropy0.8205128_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-3_is_raw-True_original_source-Source_16symbols_entropy0.8205128_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06.zip,True,Source_1symbols_entropy0.0000000,16,Laplacian,0.82051282059569,131072,0.8216093623257334,4.0,,8.0,2.0,3.0,1e-06,Source_16symbols_entropy0.8205128
MarlinForestMarkov_K-8_O-2_S-2_is_raw-False_original_source-Source_16symbols_entropy1.6410256_source-Source_4symbols_entropy0.1852997_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy1.6410256,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-2_is_raw-False_original_source-Source_16symbols_entropy1.6410256_source-Source_4symbols_entropy0.1852997_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-2_is_raw-False_original_source-Source_16symbols_entropy1.6410256_source-Source_4symbols_entropy0.1852997_symbol_p_threshold-1e-06.zip,False,Source_4symbols_entropy0.1852997,16,Laplacian,1.6410256411971733,131072,1.64155980189034,2.22467041015625,,8.0,2.0,2.0,1e-06,Source_16symbols_entropy1.6410256
MarlinForestMarkov_K-8_O-2_S-2_is_raw-False_original_source-Source_16symbols_entropy3.6923077_source-Source_4symbols_entropy1.7128612_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy3.6923077,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-2_is_raw-False_original_source-Source_16symbols_entropy3.6923077_source-Source_4symbols_entropy1.7128612_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-2_is_raw-False_original_source-Source_16symbols_entropy3.6923077_source-Source_4symbols_entropy1.7128612_symbol_p_threshold-1e-06.zip,False,Source_4symbols_entropy1.7128612,16,Laplacian,3.692307692011651,131072,3.6923940233210577,3.79498291015625,,8.0,2.0,2.0,1e-06,Source_16symbols_entropy3.6923077
MarlinForestMarkov_K-8_O-2_S-3_is_raw-True_original_source-Source_16symbols_entropy0.5128205_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.5128205,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-True_original_source-Source_16symbols_entropy0.5128205_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-3_is_raw-True_original_source-Source_16symbols_entropy0.5128205_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06.zip,True,Source_1symbols_entropy0.0000000,16,Laplacian,0.512820512670515,131072,0.513602422652931,4.0,,8.0,2.0,3.0,1e-06,Source_16symbols_entropy0.5128205
MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy2.6666667_source-Source_2symbols_entropy0.2024027_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy2.6666667,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy2.6666667_source-Source_2symbols_entropy0.2024027_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy2.6666667_source-Source_2symbols_entropy0.2024027_symbol_p_threshold-0.zip,False,Source_2symbols_entropy0.2024027,16,Laplacian,2.666666666823473,131072,2.666940536577981,3.23516845703125,,8.0,2.0,3.0,0.0,Source_16symbols_entropy2.6666667
MarlinForestMarkov_K-8_O-2_S-3_is_raw-True_original_source-Source_16symbols_entropy0.0000000_source-Source_meta-Source_16symbols_entropy0.0000000_1symbols_entropy0.0000000_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.0000000,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-True_original_source-Source_16symbols_entropy0.0000000_source-Source_meta-Source_16symbols_entropy0.0000000_1symbols_entropy0.0000000_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-3_is_raw-True_original_source-Source_16symbols_entropy0.0000000_source-Source_meta-Source_16symbols_entropy0.0000000_1symbols_entropy0.0000000_symbol_p_threshold-1e-06.zip,True,Source_meta-Source_16symbols_entropy0.0000000_1symbols_entropy0.0000000,16,Laplacian,0.0,131072,0.0,0.0,,8.0,2.0,3.0,1e-06,Source_16symbols_entropy0.0000000
MarlinForestMarkov_K-8_O-2_S-3_is_raw-True_original_source-Source_16symbols_entropy0.7179487_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.7179487,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-True_original_source-Source_16symbols_entropy0.7179487_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-3_is_raw-True_original_source-Source_16symbols_entropy0.7179487_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06.zip,True,Source_1symbols_entropy0.0000000,16,Laplacian,0.7179487180940487,131072,0.7189487345361348,4.0,,8.0,2.0,3.0,1e-06,Source_16symbols_entropy0.7179487
MarlinForestMarkov_K-8_O-2_S-2_is_raw-False_original_source-Source_16symbols_entropy3.5897436_source-Source_4symbols_entropy1.6184263_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy3.5897436,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-2_is_raw-False_original_source-Source_16symbols_entropy3.5897436_source-Source_4symbols_entropy1.6184263_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-2_is_raw-False_original_source-Source_16symbols_entropy3.5897436_source-Source_4symbols_entropy1.6184263_symbol_p_threshold-1e-06.zip,False,Source_4symbols_entropy1.6184263,16,Laplacian,3.5897435896786987,131072,3.589850648098847,3.71038818359375,,8.0,2.0,2.0,1e-06,Source_16symbols_entropy3.5897436
MarlinForestMarkov_K-8_O-2_S-3_is_raw-True_original_source-Source_16symbols_entropy0.1025641_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.1025641,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-True_original_source-Source_16symbols_entropy0.1025641_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-3_is_raw-True_original_source-Source_16symbols_entropy0.1025641_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06.zip,True,Source_1symbols_entropy0.0000000,16,Laplacian,0.10256410257248678,131072,0.10299359730842388,3.0,,8.0,2.0,3.0,1e-06,Source_16symbols_entropy0.1025641
MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy2.9743590_source-Source_2symbols_entropy0.3389725_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy2.9743590,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy2.9743590_source-Source_2symbols_entropy0.3389725_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy2.9743590_source-Source_2symbols_entropy0.3389725_symbol_p_threshold-0.zip,False,Source_2symbols_entropy0.3389725,16,Laplacian,2.974358974405109,131072,2.97460461000811,3.3740234375,,8.0,2.0,3.0,0.0,Source_16symbols_entropy2.9743590
MarlinForestMarkov_K-8_O-2_S-3_is_raw-True_original_source-Source_16symbols_entropy0.0789482_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.0789482,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-True_original_source-Source_16symbols_entropy0.0789482_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-3_is_raw-True_original_source-Source_16symbols_entropy0.0789482_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06.zip,True,Source_1symbols_entropy0.0000000,16,Laplacian,0.07894821012645409,131072,0.07924412786173834,3.0,,8.0,2.0,3.0,1e-06,Source_16symbols_entropy0.0789482
MarlinForestMarkov_K-8_O-2_S-3_is_raw-True_original_source-Source_16symbols_entropy0.0526335_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.0526335,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-True_original_source-Source_16symbols_entropy0.0526335_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-3_is_raw-True_original_source-Source_16symbols_entropy0.0526335_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06.zip,True,Source_1symbols_entropy0.0000000,16,Laplacian,0.05263347401419834,131072,0.052997792141748726,3.0,,8.0,2.0,3.0,1e-06,Source_16symbols_entropy0.0526335
MarlinForestMarkov_K-8_O-2_S-3_is_raw-True_original_source-Source_16symbols_entropy0.0052669_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.0052669,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-True_original_source-Source_16symbols_entropy0.0052669_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-3_is_raw-True_original_source-Source_16symbols_entropy0.0052669_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06.zip,True,Source_1symbols_entropy0.0000000,16,Laplacian,0.005266947314495147,131072,0.005453482641483325,2.0,,8.0,2.0,3.0,1e-06,Source_16symbols_entropy0.0052669
MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy4.0000000_source-Source_meta-Source_16symbols_entropy4.0000000_2symbols_entropy1.0000000_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy4.0000000,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy4.0000000_source-Source_meta-Source_16symbols_entropy4.0000000_2symbols_entropy1.0000000_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy4.0000000_source-Source_meta-Source_16symbols_entropy4.0000000_2symbols_entropy1.0000000_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy4.0000000_2symbols_entropy1.0000000,16,Laplacian,4.0,131072,4.0,4.0,,8.0,2.0,3.0,0.0,Source_16symbols_entropy4.0000000
MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy3.1794872_source-Source_2symbols_entropy0.4489531_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy3.1794872,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy3.1794872_source-Source_2symbols_entropy0.4489531_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy3.1794872_source-Source_2symbols_entropy0.4489531_symbol_p_threshold-0.zip,False,Source_2symbols_entropy0.4489531,16,Laplacian,3.17948717941892,131072,3.179666560878477,3.47235107421875,,8.0,2.0,3.0,0.0,Source_16symbols_entropy3.1794872
MarlinForestMarkov_K-8_O-2_S-2_is_raw-False_original_source-Source_16symbols_entropy3.8974359_source-Source_4symbols_entropy1.9037207_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy3.8974359,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-2_is_raw-False_original_source-Source_16symbols_entropy3.8974359_source-Source_4symbols_entropy1.9037207_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-2_is_raw-False_original_source-Source_16symbols_entropy3.8974359_source-Source_4symbols_entropy1.9037207_symbol_p_threshold-1e-06.zip,False,Source_4symbols_entropy1.9037207,16,Laplacian,3.89743589732002,131072,3.8974969230694425,3.97869873046875,,8.0,2.0,2.0,1e-06,Source_16symbols_entropy3.8974359
MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy3.0769231_source-Source_2symbols_entropy0.3922233_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy3.0769231,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy3.0769231_source-Source_2symbols_entropy0.3922233_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy3.0769231_source-Source_2symbols_entropy0.3922233_symbol_p_threshold-0.zip,False,Source_2symbols_entropy0.3922233,16,Laplacian,3.0769230767665294,131072,3.0770777001006424,3.421142578125,,8.0,2.0,3.0,0.0,Source_16symbols_entropy3.0769231
MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy3.2820513_source-Source_2symbols_entropy0.5089153_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy3.2820513,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy3.2820513_source-Source_2symbols_entropy0.5089153_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy3.2820513_source-Source_2symbols_entropy0.5089153_symbol_p_threshold-0.zip,False,Source_2symbols_entropy0.5089153,16,Laplacian,3.2820512821291787,131072,3.282222464036841,3.5308837890625,,8.0,2.0,3.0,0.0,Source_16symbols_entropy3.2820513
MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy3.4871795_source-Source_2symbols_entropy0.6375665_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy3.4871795,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy3.4871795_source-Source_2symbols_entropy0.6375665_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy3.4871795_source-Source_2symbols_entropy0.6375665_symbol_p_threshold-0.zip,False,Source_2symbols_entropy0.6375665,16,Laplacian,3.4871794870815203,131072,3.487304073056197,3.6580810546875,,8.0,2.0,3.0,0.0,Source_16symbols_entropy3.4871795
MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy3.3846154_source-Source_2symbols_entropy0.5718652_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy3.3846154,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy3.3846154_source-Source_2symbols_entropy0.5718652_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy3.3846154_source-Source_2symbols_entropy0.5718652_symbol_p_threshold-0.zip,False,Source_2symbols_entropy0.5718652,16,Laplacian,3.3846153847501133,131072,3.384765149942776,3.594970703125,,8.0,2.0,3.0,0.0,Source_16symbols_entropy3.3846154
MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy0.9230769_source-Source_2symbols_entropy0.0000631_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.9230769,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy0.9230769_source-Source_2symbols_entropy0.0000631_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy0.9230769_source-Source_2symbols_entropy0.0000631_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0000631,16,Laplacian,0.923076923253091,131072,0.9241957389506139,3.0316162109375,,8.0,2.0,3.0,1e-06,Source_16symbols_entropy0.9230769
MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy3.5897436_source-Source_2symbols_entropy0.7057945_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy3.5897436,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy3.5897436_source-Source_2symbols_entropy0.7057945_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy3.5897436_source-Source_2symbols_entropy0.7057945_symbol_p_threshold-0.zip,False,Source_2symbols_entropy0.7057945,16,Laplacian,3.5897435896786987,131072,3.589850648098847,3.7244873046875,,8.0,2.0,3.0,0.0,Source_16symbols_entropy3.5897436
MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.1282051_source-Source_2symbols_entropy0.0003869_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy1.1282051,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.1282051_source-Source_2symbols_entropy0.0003869_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.1282051_source-Source_2symbols_entropy0.0003869_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0003869,16,Laplacian,1.128205128438551,131072,1.1293301228517043,3.03173828125,,8.0,2.0,3.0,1e-06,Source_16symbols_entropy1.1282051
MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.2307692_source-Source_2symbols_entropy0.0008279_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy1.2307692,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.2307692_source-Source_2symbols_entropy0.0008279_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.2307692_source-Source_2symbols_entropy0.0008279_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0008279,16,Laplacian,1.2307692310913678,131072,1.231762836414856,3.0318603515625,,8.0,2.0,3.0,1e-06,Source_16symbols_entropy1.2307692
MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.4358974_source-Source_2symbols_entropy0.0030331_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy1.4358974,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.4358974_source-Source_2symbols_entropy0.0030331_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.4358974_source-Source_2symbols_entropy0.0030331_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0030331,16,Laplacian,1.4358974361382617,131072,1.4367072638408922,3.03253173828125,,8.0,2.0,3.0,1e-06,Source_16symbols_entropy1.4358974
MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.0256410_source-Source_2symbols_entropy0.0001650_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy1.0256410,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.0256410_source-Source_2symbols_entropy0.0001650_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.0256410_source-Source_2symbols_entropy0.0001650_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0001650,16,Laplacian,1.025641025368035,131072,1.0267582510792623,3.03167724609375,,8.0,2.0,3.0,1e-06,Source_16symbols_entropy1.0256410
MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.3333333_source-Source_2symbols_entropy0.0016389_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy1.3333333,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.3333333_source-Source_2symbols_entropy0.0016389_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.3333333_source-Source_2symbols_entropy0.0016389_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0016389,16,Laplacian,1.3333333329535764,131072,1.3345019429779317,3.0321044921875,,8.0,2.0,3.0,1e-06,Source_16symbols_entropy1.3333333
MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.5384615_source-Source_2symbols_entropy0.0052928_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy1.5384615,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.5384615_source-Source_2symbols_entropy0.0052928_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.5384615_source-Source_2symbols_entropy0.0052928_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0052928,16,Laplacian,1.5384615384501954,131072,1.5391875945760778,3.03338623046875,,8.0,2.0,3.0,1e-06,Source_16symbols_entropy1.5384615
MarlinForestMarkov_K-8_O-3_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0736853_source-Source_16symbols_entropy0.0736853_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy0.0736853,MarlinForestMarkov,MarlinForestMarkov_K-8_O-3_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0736853_source-Source_16symbols_entropy0.0736853_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-3_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0736853_source-Source_16symbols_entropy0.0736853_symbol_p_threshold-0.zip,False,Source_16symbols_entropy0.0736853,16,Laplacian,0.07368526290678006,131072,0.07408755351079094,0.09527587890625,,8.0,3.0,0.0,0.0,Source_16symbols_entropy0.0736853
MarlinForestMarkov_K-8_O-2_S-2_is_raw-False_original_source-Source_16symbols_entropy1.2307692_source-Source_3symbols_entropy0.0625675_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy1.2307692,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-2_is_raw-False_original_source-Source_16symbols_entropy1.2307692_source-Source_3symbols_entropy0.0625675_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-2_is_raw-False_original_source-Source_16symbols_entropy1.2307692_source-Source_3symbols_entropy0.0625675_symbol_p_threshold-1e-06.zip,False,Source_3symbols_entropy0.0625675,16,Laplacian,1.2307692310913678,131072,1.231762836414856,2.091644287109375,,8.0,2.0,2.0,1e-06,Source_16symbols_entropy1.2307692
MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.6410256_source-Source_2symbols_entropy0.0087689_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy1.6410256,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.6410256_source-Source_2symbols_entropy0.0087689_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.6410256_source-Source_2symbols_entropy0.0087689_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0087689,16,Laplacian,1.6410256411971733,131072,1.64155980189034,3.03472900390625,,8.0,2.0,3.0,1e-06,Source_16symbols_entropy1.6410256
MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.8461538_source-Source_2symbols_entropy0.0210600_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy1.8461538,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.8461538_source-Source_2symbols_entropy0.0210600_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.8461538_source-Source_2symbols_entropy0.0210600_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0210600,16,Laplacian,1.8461538460869575,131072,1.8466400087270578,3.04046630859375,,8.0,2.0,3.0,1e-06,Source_16symbols_entropy1.8461538
MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.7435897_source-Source_2symbols_entropy0.0138728_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy1.7435897,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.7435897_source-Source_2symbols_entropy0.0138728_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.7435897_source-Source_2symbols_entropy0.0138728_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0138728,16,Laplacian,1.743589743941179,131072,1.7442443548356619,3.036865234375,,8.0,2.0,3.0,1e-06,Source_16symbols_entropy1.7435897
MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.9487179_source-Source_2symbols_entropy0.0308062_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy1.9487179,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.9487179_source-Source_2symbols_entropy0.0308062_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-3_is_raw-False_original_source-Source_16symbols_entropy1.9487179_source-Source_2symbols_entropy0.0308062_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0308062,16,Laplacian,1.9487179488418567,131072,1.9491821964077847,3.04571533203125,,8.0,2.0,3.0,1e-06,Source_16symbols_entropy1.9487179
